Restaurant ID,Restaurant,country,City,Address,Locality,Cuisines,Average Cost for two,Table booking,Online delivery,delivering now,rating,Rating color,Rating text,Votes,Price Range
18131568,Masala Ville,India,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,Indian,650,No,No,No,3.2,Orange,Average,15,
18133471,IndoCheen,India,New Delhi,"C-21, SDA Market, SDA, New Delhi",SDA,Chinese,500,No,No,No,3.2,Orange,Average,49,
18133491,Pastry Palace,India,New Delhi,"WZ-175, Opposite Metro Pillar 667, Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,bakery,350,No,Yes,No,3.2,Orange,Average,11,
18133492,Sweta Restaurant,India,Noida,"Barola, Near OBC Bank, Dadri Main Road, Sector 49, Noida",Sector 49,Indian,400,No,Yes,No,3.2,Orange,Average,61,
18138437,Three Tuns,India,New Delhi,"938/3, Ilahi Bux Marg, Hotel La Vista, Karol Bagh, New Delhi",Karol Bagh,Indian,1400,Yes,No,No,3.2,Orange,Average,30,
18146390,Wrapster,India,Noida,"Near Astha Medicos, B Block Market, Sector 15, Noida",Sector 15,Fast Food,200,No,No,No,3.2,Orange,Average,48,
18146396,Gufa Restaurant,India,New Delhi,"Shop 250, Main Babarpur Chowk, Shahdara, New Delhi",Shahdara,Indian,300,No,No,No,3.2,Orange,Average,14,
18146398,The Pirates Of China Town,India,New Delhi,"239 Masjid Moth, Near Durga Mandir, South Extension 2, New Delhi",South Extension 2,Chinese,350,No,No,No,3.2,Orange,Average,14,
18153548,Kwality Cakes and Bakes,India,Gurgaon,"Shop 56, Opposite Hope Apartments, Main Jharsa Road, Sector 15, Gurgaon",Sector 15,Fast Food,350,No,No,No,3.2,Orange,Average,12,
18161587,Punjabi Zaika,India,Gurgaon,"Shop 2, Nathupur Road, Opposite Crossroad Complex, DLF Phase 3, Gurgaon",DLF Phase 3,Indian,500,No,Yes,No,3.2,Orange,Average,74,
18168154,Jolly Tandoori Zaika,India,New Delhi,"93 A, Minakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,Indian,400,No,No,No,3.2,Orange,Average,11,
18168161,Domino's Pizza,India,Ghaziabad,"Shop 18, Lower Ground, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram",Fast Food,700,No,No,No,3.2,Orange,Average,17,
18168462,Nut Khut Chaats & Snacks,India,New Delhi,"14/1-F, Model Town 2, New Delhi",Model Town 2,Fast Food,300,No,No,No,3.2,Orange,Average,8,
18175256,Bunty Dhaba,India,New Delhi,"19/1, Near B Block Gurudwara, EPDP Main Road, Chittaranjan Park, New Delhi",Chittaranjan Park,Indian,500,No,No,No,3.2,Orange,Average,26,
18175324,The Viraj Food Zone,India,New Delhi,"61-B, Ber Sarai, JNU, New Delhi",JNU,Indian,500,No,No,No,3.2,Orange,Average,29,
18175328,Wazwaan Restaurant,India,New Delhi,"A-5, Chittaranjan Park, New Delhi",Chittaranjan Park,Indian,1200,Yes,No,No,3.2,Orange,Average,14,
18198179,Pappi Machhi Wala,India,New Delhi,"Opposite Adarsh School, Near Furniture Market, Kirti Nagar, New Delhi",Kirti Nagar,Indian,450,No,No,No,3.2,Orange,Average,9,
18206836,Whomely,India,Noida,"A-136, Sector 83, Noida",Sector 83,Indian,200,No,No,No,3.2,Orange,Average,15,
18211312,Durga Sweets Corner,India,New Delhi,"139, Near Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,Street Food,100,No,No,No,3.2,Orange,Average,16,
18216944,Burger.in,India,New Delhi,"84, Near Honda Showroom, Adchini, New Delhi",Adchini,Fast Food,350,No,Yes,No,3.2,Orange,Average,46,
18217007,Ayush Restaurant,India,New Delhi,"A-405, Near East End Apartment, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,Indian,400,No,No,No,3.2,Orange,Average,13,
18218304,Burger Point,India,Gurgaon,"Shop 48, Sector 14, Gurgaon",Sector 14,Fast Food,300,No,No,No,3.2,Orange,Average,20,
18219526,High On Burgers,India,New Delhi,"Shop 1, C-61/2, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,Fast Food,300,No,Yes,No,3.2,Orange,Average,37,
18222557,Icon,India,New Delhi,"27, Main Market, Lodhi Colony, New Delhi",Lodhi Colony,Indian,1000,Yes,No,No,3.2,Orange,Average,18,
18222573,Selfie Lounge Restro & Bar,India,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura",Indian,1500,Yes,Yes,No,3.2,Orange,Average,64,
18222587,Mehta Restaurant,India,New Delhi,"3627/1, Near Golcha Cinema, Daryaganj, New Delhi",Daryaganj,Street Food,150,No,No,No,3.2,Orange,Average,6,
18228870,Wow! Momo,India,New Delhi,"Shop 167, Food Court, 2nd Floor, Moments Mall, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar",Chinese,350,No,No,No,3.2,Orange,Average,41,
18232088,Rabri Bhandar,India,New Delhi,"42-B, Gali Parathewali, Opposite Central Bank, Chandni Chowk, New Delhi",Chandni Chowk,Mithai,150,No,No,No,3.2,Orange,Average,7,
18237322,Tandoor on The Way,India,Gurgaon,"U-8/45, Near Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,Fast Food,300,No,Yes,No,3.2,Orange,Average,45,
18241532,Cakes Dot Com,India,New Delhi,"614, Pocket - 3, Paschim Puri, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,bakery,300,No,Yes,No,3.2,Orange,Average,24,
18241609,Cup-a-licious,India,New Delhi,"Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,bakery,200,No,No,No,3.2,Orange,Average,15,
18241871,Hong Kong Express,India,New Delhi,"Shop 183, Avtar Enclave, Paschim Vihar, New Delhi",Paschim Vihar,Chinese,700,No,Yes,No,3.2,Orange,Average,50,
18241874,The Earthen Grill,India,New Delhi,"CB 385, Opposite Maruti Service Station, Naraina, New Delhi",Naraina,Indian,350,No,No,No,3.2,Orange,Average,14,
18243997,Alley's Urbane Cafe,India,Noida,"Main Road, Opposite Pathways Noida, Near PNB, Sector 104, Near Sector 110, Noida",Sector 110,italian,400,No,No,No,3.2,Orange,Average,33,
18245254,Raahgiri,India,New Delhi,"G-6, Local Shopping Complex, Gujranwala Town, New Delhi",Gujranwala Town,Indian,400,No,No,No,3.2,Orange,Average,10,
18245255,Mr. Sub,India,New Delhi,"G-16-A, Main Market, Kalkaji, New Delhi",Kalkaji,Fast Food,400,No,Yes,No,3.2,Orange,Average,57,
18245286,Da Pizza Pind,India,New Delhi,"198, Opposite Holy Child School Gate 2 , Shivaji Market, Tagore Garden Extension, Tagore Garden, New Delhi",Tagore Garden,italian,250,No,No,No,3.2,Orange,Average,36,
18245289,Saravana South Indian Hut,India,New Delhi,"GG-2-3-A, New Durga Mandir, Vikaspuri, New Delhi",Vikaspuri,Indian,250,No,No,No,3.2,Orange,Average,10,
18247033,Chaska Restaurant,India,Faridabad,"Shop 72, Near Omaxe Heights, Gate 2, Sector 86, Faridabad",Sector 86,Indian,650,No,No,No,3.2,Orange,Average,24,
18249080,Simply Cakes,India,New Delhi,"1st Floor, D-148, Surajmal Vihar, Near Vivek Vihar, New Delhi",Vivek Vihar,bakery,400,No,No,No,3.2,Orange,Average,10,
18252359,Rasoi99,India,Noida,"Gautam Buddh Nagar, Block C, Behind Fortis Hospital, Sector 62, Noida",Sector 62,Indian,800,No,Yes,No,3.2,Orange,Average,10,
18252361,Angeethi Express,India,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,Fast Food,400,No,No,No,3.2,Orange,Average,11,
18252573,The Kitchen,India,Noida,"Shop G-25, Savitri Market, Captain Vijyant Thapar Marg, Pocket A, Sector 18, Noida",Sector 18,Indian,350,No,Yes,No,3.2,Orange,Average,47,
18258162,Food Tamasha & Co.,India,Noida,"Greater Noida, Noida",Greater Noida,Indian,600,No,Yes,No,3.2,Orange,Average,24,
18258477,Tobasco Kitchen,India,Gurgaon,"U-9/1, DLF Phase 3, Gurgaon",DLF Phase 3,Fast Food,500,No,Yes,No,3.2,Orange,Average,38,
18258491,Bebbe Da Degh,India,Noida,"Shop 2, Sharma Market, Near Indian Overseas Bank, Sector 52, Noida",Sector 52,Indian,800,No,No,No,3.2,Orange,Average,65,
18258503,Doggy Style,India,Noida,"Location Varies, Sector 62, Noida",Sector 62,italian,700,No,Yes,No,3.2,Orange,Average,33,
18258757,Bella Italia,India,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",Aerocity,Fast Food,550,No,No,No,3.2,Orange,Average,33,
18260028,Victoria,India,New Delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj",Indian,1200,Yes,No,No,3.2,Orange,Average,20,
18264717,Cafí© Gramophone,India,Gurgaon,"UGF-114, C-2, Palam Corporate Plaza, Opposite Palm Tree Hotel, Palam Vihar, Gurgaon",Palam Vihar,Fast Food,700,No,No,No,3.2,Orange,Average,15,
18265424,Giani,India,Gurgaon,"HUDA Market, Sector 56, Gurgaon",Sector 56,Desserts,300,No,No,No,3.2,Orange,Average,7,
18265677,The Krib,India,New Delhi,"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",Kirti Nagar,italian,2500,Yes,No,No,3.2,Orange,Average,14,
18265707,Desi Jugaad,India,New Delhi,"G-6, Plot 14, Vardhaman Plaza, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,Indian,350,No,No,No,3.2,Orange,Average,12,
18268502,Cake Mandi,India,Noida,"A-117, Deepak Vihar, Near Labour Chowk, Sector 62, Noida",Sector 62,bakery,500,No,No,No,3.2,Orange,Average,17,
18268733,Urban Kitchen,India,Gurgaon,"Shop 93, HUDA Market, Sector 46,Near Sector 45, Gurgaon",Sector 45,Indian,500,No,Yes,No,3.2,Orange,Average,88,
18272344,LaDiDa,India,New Delhi,"1st Floor, D-123, East of Kailash, New Delhi",East of Kailash,bakery,500,No,No,No,3.2,Orange,Average,14,
18273536,Cafeteria Point,India,Gurgaon,"SCO 4, HUDA Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,Cafe,500,No,Yes,No,3.2,Orange,Average,24,
18277000,Hunger Stop,India,New Delhi,"Shop 17, DDA Market, M Block, Vikaspuri, New Delhi",Vikaspuri,Indian,600,No,No,No,3.2,Orange,Average,13,
18277002,Relax Xpress,India,New Delhi,"Shop 19, LSC, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,Indian,650,No,Yes,No,3.2,Orange,Average,25,
18277238,Piyu Kitchen,India,New Delhi,"3/8,Old Rajinder Nagar, Opposite Sanatan Dharm Mandir, Main Shankar Road, Rajinder Nagar, New Delhi",Rajinder Nagar,Indian,800,No,Yes,No,3.2,Orange,Average,13,
18279470,Wheelyz,India,New Delhi,"BG-8, Shop 16, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,Fast Food,550,No,No,No,3.2,Orange,Average,32,
18279913,Tasha's Artisan Foods,India,Gurgaon,"E-15, Greenwoods City, Sector 45, Gurgaon Near Sector 45",Sector 45,bakery,200,No,No,No,3.2,Orange,Average,10,
18281981,Food Brigade,India,Noida,"1, Ground Floor, Unit A-13/2,3,4  Highway Tower 1, Near Jaypee College, Sector 62, Noida",Sector 62,Fast Food,300,No,No,No,3.2,Orange,Average,15,
18282040,Keventers,India,New Delhi,"SK-2, Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden",Beverages,400,No,No,No,3.2,Orange,Average,19,
18282049,Malabar Dosa Hut,India,New Delhi,"Shop 4-5, Chawdhary Dayanand Market, IGNOU Road, Saket, New Delhi",Saket,Indian,150,No,No,No,3.2,Orange,Average,15,
18287378,Chily Hut,India,New Delhi,"Shop 3 & 6, Ground Floor, G Block, PVR Sonia Complex, Vikaspuri, New Delhi",Vikaspuri,Indian,750,No,No,No,3.2,Orange,Average,20,
18291215,Kumar Pav Bhaji Corner,India,New Delhi,"Main Road, Jhilmil Colony, Vivek Vihar, New Delhi",Vivek Vihar,Fast Food,200,No,No,No,3.2,Orange,Average,12,
18291241,Lalu Kababe,India,New Delhi,"Opposite Gate 1, Jama Masjid, New Delhi",Jama Masjid,Mughlai,200,No,No,No,3.2,Orange,Average,13,
18291450,Choudhary Gohana Famous Jalebi,India,Gurgaon,"Shop 3, Near Vita Booth, Huda Market, Sector 45, Gurgaon",Sector 45,Street Food,200,No,No,No,3.2,Orange,Average,10,
18292438,Moti Mahal Delux,India,Gurgaon,"Shop 1-A, Subhash Chowk, Sohna Road, Gurgaon",Sohna Road,Indian,1000,Yes,Yes,No,3.2,Orange,Average,32,
18294576,Cafe Friends,India,Gurgaon,"Shop 14, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",Fast Food,600,No,No,No,3.2,Orange,Average,31,
18306542,Not Just Dilli,India,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 33, Noida",Sector 33,Street Food,450,No,No,No,3.2,Orange,Average,15,
18308083,Ginnis Oven,India,Noida,"E-18-A, Sector 8, Noida",Sector 8,bakery,400,No,No,No,3.2,Orange,Average,9,
18311926,Punjabi Dhani,India,Gurgaon,"220/11, Near Aryan Hospital, Old Railway Road, Gurgaon",Old Railway Road,Indian,700,No,No,No,3.2,Orange,Average,25,
18313115,Kadimi Dukan,India,New Delhi,"38, Central Road, Bhogal, Jangpura, New Delhi",Jangpura,Street Food,200,No,No,No,3.2,Orange,Average,10,
18317502,Cafe Plus,India,New Delhi,"B-29, New Sakya House, New Camp, Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,Cafe,500,No,No,No,3.2,Orange,Average,13,
18322612,Nawabi Mughlai Zaika,India,Noida,"Sector 41, Noida",Sector 41,Indian,550,No,Yes,No,3.2,Orange,Average,34,
18322671,Uloo,India,New Delhi,"JE 2, Malviya Nagar, New Delhi",Malviya Nagar,Indian,600,No,Yes,Yes,3.2,Orange,Average,134,
18322677,Cafe Du Rendezvous,India,Gurgaon,"Shop 12 & 13, U-25/31A, Pink Town House Road, Opposite Shemrock School, DLF Phase 3, Gurgaon",DLF Phase 3,Cafe,400,No,Yes,No,3.2,Orange,Average,21,
18323144,Malabar Catering House,India,New Delhi,"C-84, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,Biryani,400,No,No,No,3.2,Orange,Average,13,
18323461,Pandit Ved Prakash Lemon Wale,India,New Delhi,"Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,Beverages,50,No,No,No,3.2,Orange,Average,11,
18324914,Dosa Plaza,India,New Delhi,"Food Court, Moments Mall, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar",Indian,400,No,No,No,3.2,Orange,Average,13,
18332083,Rollmates,India,New Delhi,"G 4, Plot 10, LSC Market, Khetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,Fast Food,200,No,No,No,3.2,Orange,Average,16,
18332527,Food4U!,India,Gurgaon,"198-199, Paras Trade Centre, Gwal Pahari, Sector 56, Gurgaon",Sector 56,Indian,600,No,Yes,No,3.2,Orange,Average,18,
18334423,Rotees n More,India,Noida,"Shop 118, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida",Indian,350,No,Yes,No,3.2,Orange,Average,49,
18334443,BarShala,India,New Delhi,"Aditya Mall, Next to Cross River Mall, CBD, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma",Finger Food,600,No,No,No,3.2,Orange,Average,31,
18334445,Burger Planet,India,Gurgaon,"Shop 7, Opposite to Universal Gym, Numberdar Market, Chakkarpur, Gurgaon, MG Road, Gurgaon",MG Road,Fast Food,300,No,Yes,No,3.2,Orange,Average,21,
18336484,Tandoori Adda,India,Gurgaon,"SCO 2, Dyal Market, Shivpuri, Near Sector 7, Gurgaon",Sector 7,Indian,450,No,Yes,No,3.2,Orange,Average,32,
18337772,Street Foods by Punjab Grill,India,New Delhi,"Level 2,ŒæFood Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity",Indian,600,No,No,No,3.2,Orange,Average,17,
18337924,The Fashion Street Cafí©,India,New Delhi,"1st Floor, 43, The Fashion Street, Shahpur Jat, New Delhi",Shahpur Jat,Indian,650,No,Yes,No,3.2,Orange,Average,18,
18337965,BTW,India,New Delhi,"A-17, Tagore Market, Kirti Nagar, New Delhi",Kirti Nagar,Indian,400,No,No,No,3.2,Orange,Average,19,
18341082,Hungry Gopal,India,Gurgaon,"C-463 A, Basement, Near Gold Souk Mall, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,Fast Food,450,No,No,No,3.2,Orange,Average,27,
18345780,Curry N' Tandoor,India,Gurgaon,"Shop 41, Huda Market, Sector 46, Near Sector 45, Gurgaon",Sector 45,Indian,500,No,No,No,3.2,Orange,Average,18,
18346996,3Cherryz Sky Lounge & Cafe,India,Varanasi,"5th Floor Roof Top,(Above Big Bazaar) Sigra. Opp. IP Mall Sigra., Sigra, Varanasi",Sigra,Indian,500,No,No,No,3.2,Orange,Average,26,
18348790,The Tiffin Hut,India,New Delhi,"C-14, Ambika Apartment, Westend Marg Lane 4, Saidullajab, Saket, New Delhi",Saket,Indian,300,No,No,No,3.2,Orange,Average,10,
18349733,The Ice Cafe,India,New Delhi,"25-UB, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,italian,400,No,No,No,3.2,Orange,Average,28,
18350125,Nukkadwala,India,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",Fast Food,300,No,No,No,3.2,Orange,Average,25,
18354969,Oberoi's,India,New Delhi,"85, Flyover Market, Defence Colony, New Delhi",Defence Colony,Indian,450,No,No,No,3.2,Orange,Average,8,
18354972,King Chilly Kitchen,India,New Delhi,"M-67-A, Malviya Nagar, New Delhi Tikona Park",Malviya Nagar,Chinese,400,No,Yes,No,3.2,Orange,Average,17,
18355107,Tibb's Frankie,India,New Delhi,"E-778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,Fast Food,250,No,No,No,3.2,Orange,Average,16,
18355123,Joost Juice Bar,India,New Delhi,"Ground Floor, Epicuria Food Mall, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place",Juices,300,No,No,No,3.2,Orange,Average,9,
18357558,The Zest,India,New Delhi,"3rdFloor, Handloom Hand, Near Janpath Metro Station,  Gate 2, Janpath, New Delhi",Janpath,Indian,1100,Yes,No,No,3.2,Orange,Average,11,
18357912,KC Bakers,India,Gurgaon,"3/5, Khandsa Road, Sector 8, Gurgaon",Sector 8,bakery,350,No,Yes,No,3.2,Orange,Average,13,
18359296,Liquid,India,New Delhi,"D Block, Central Market, Prashant Vihar, New Delhi",Prashant Vihar,Indian,2400,Yes,No,No,3.2,Orange,Average,11,
18360284,Let's Meet Up,India,New Delhi,"I-1, Shop 2, Kirti Nagar, New Delhi",Kirti Nagar,Fast Food,350,No,No,No,3.2,Orange,Average,16,
18361772,Lord of Grillz,India,Gurgaon,"Shop 2 & 3, La Mart, La Lagune, Golf Course Road, Gurgaon",Golf Course Road,Indian,800,No,Yes,No,3.2,Orange,Average,30,
18365388,Behrouz Biryani,India,New Delhi,"Green Park, New Delhi",Green Park,Biryani,600,No,Yes,No,3.2,Orange,Average,51,
18367364,Anandum,India,Gurgaon,"S 31/1, Main Road, Near St. Stephen's Hospital, DLF Phase 3, Gurgaon",DLF Phase 3,Indian,400,No,No,No,3.2,Orange,Average,13,
18367978,Health Buzzz,India,Noida,"22 GF, B Block Market, Sector 62, Noida",Sector 62,Healthy Food,350,No,Yes,No,3.2,Orange,Average,11,
18370586,Mughlai Flavours,India,New Delhi,"17, DDA Market, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,Mughlai,300,No,Yes,No,3.2,Orange,Average,17,
18371395,The Chickmunks Cafí©,India,Noida,"B-1/39 Central, Sector 50, Noida",Sector 50,Fast Food,550,No,Yes,Yes,3.2,Orange,Average,48,
18371426,Vadapav Junction,India,New Delhi,"B 19, DSIDC, Garhi, East of Kailash, New Delhi",East of Kailash,Maharashtrian,350,No,Yes,No,3.2,Orange,Average,14,
18375382,Invitation Foodex,India,New Delhi,"Shop 42, J Block Market, Rajouri Garden, New Delhi",Rajouri Garden,Indian,600,No,Yes,No,3.2,Orange,Average,7,
18376487,Keventers,India,New Delhi,"Shop 1, F3, Ground Floor, Kalkaji, New Delhi",Kalkaji,Beverages,400,No,No,No,3.2,Orange,Average,10,
18376493,Amigo's Deli,India,New Delhi,"B-11, East Arjun Nagar, Near Hedgewar Hospital, Karkardooma, New Delhi",Karkardooma,Fast Food,350,No,No,No,3.2,Orange,Average,11,
18376500,Breaktym,India,Noida,"SuperTech Emerald Court, Entry Gate, Sector 93, Noida",Sector 93,Indian,400,No,Yes,No,3.2,Orange,Average,20,
18377903,Fast Trax,India,New Delhi,"Opposite V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,250,No,Yes,No,3.2,Orange,Average,4,
18380175,Punjabi Angeethi,India,New Delhi,"AL- 85, AL Market, Shalimar Bagh, New Delhi",Shalimar Bagh,Indian,600,No,Yes,No,3.2,Orange,Average,28,
18380197,Aarush - A Mediterranean Kitchen,India,Gurgaon,"Sector 56, Gurgaon",Sector 56,Mediterranean,600,No,No,No,3.2,Orange,Average,6,
18381224,Singh Foods,India,Noida,"Opposite Pathway School, Sector 110, Noida",Sector 110,Indian,700,No,Yes,No,3.2,Orange,Average,7,
18381664,Om Sweets,India,Gurgaon,"SCO 141 & 142, Huda Market, Sector 46, Near, Sector 45, Gurgaon",Sector 45,Indian,300,No,Yes,No,3.2,Orange,Average,50,
18382055,Kuzo,India,Gurgaon,"Gold Souk Mall, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,Fast Food,300,No,No,No,3.2,Orange,Average,10,
18382564,Twomato Foods,India,Noida,"B-65, 1st Floor, Sector 67, Near Sector 65, Noida",Sector 65,Indian,400,No,Yes,No,3.2,Orange,Average,11,
18383469,Al Bake,India,Faridabad,"SCF 58, Ground Floor, Sector 15, Faridabad",Sector 15,Indian,600,No,Yes,No,3.2,Orange,Average,31,
18383473,Biryani 365,India,Gurgaon,"U/15/27, DLF Phase 3, Gurgaon",DLF Phase 3,Mughlai,700,No,Yes,No,3.2,Orange,Average,17,
18383479,Mad Over Donuts,India,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Desserts,450,No,Yes,No,3.2,Orange,Average,13,
18383489,Chennai Express,India,Gurgaon,"1st Floor, Near Phase 3 Rapid Metro Station, DLF Phase 3, Gurgaon",DLF Phase 3,Indian,300,No,No,No,3.2,Orange,Average,15,
18383610,Chhappan Bhog,India,New Delhi,"Shop 2, AD Market, Near MTNL Office, Shalimar Bagh, New Delhi",Shalimar Bagh,Street Food,200,No,No,No,3.2,Orange,Average,9,
18384123,Keventers,India,New Delhi,"FC 2, Arrival, Terminal 1C, Aerocity, New Delhi","T3 Domestic Arrival, Aerocity",Beverages,400,No,No,No,3.2,Orange,Average,6,
18384138,Ashok & Ashok Meat Dhaba,India,New Delhi,"Shop 2, Ring Road, Sarojini Nagar, New Delhi",Sarojini Nagar,Indian,650,No,Yes,No,3.2,Orange,Average,11,
18384151,No Name - Taste Hi Kaafi Hai,India,New Delhi,"Unit G-73, Aggarwal Cyber Plaza 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,Fast Food,400,No,Yes,No,3.2,Orange,Average,31,
18387753,Riviera,India,New Delhi,"Ameya Suites, Plot-6, FC-33, Jasola Institutional Area, Jasola, New Delhi",Jasola,Indian,1000,Yes,No,No,3.2,Orange,Average,8,
18391155,Hahn's Kitchen,India,Gurgaon,"One Horizon Centre, Golf Course Road, Gurgaon","One Horizon Center, Golf Course Road",Korean,1800,No,No,No,3.2,Orange,Average,12,
18396189,Tpot,India,Gurgaon,"Rapid Metro Phase 3, DLF Phase 3, Gurgaon",DLF Phase 3,Fast Food,400,No,No,No,3.2,Orange,Average,15,
18396399,French Omelette,India,Gurgaon,"New Colony More, Old Railway Road, Gurgaon",Old Railway Road,Fast Food,100,No,No,No,3.2,Orange,Average,7,
18396412,CHA,India,Gurgaon,"Shop 99, HUDA Market, Sector 32, Near Sector 31, Gurgaon",Sector 31,Fast Food,200,No,No,No,3.2,Orange,Average,7,
18396545,Nirula's Ice Cream,India,New Delhi,"F-8, Ground Floor, Main Market Road, Kalkaji, New Delhi",Kalkaji,Desserts,250,No,No,No,3.2,Orange,Average,14,
18399220,DBDN Deena Meat Vala,India,Gurgaon,"Shop 105, Old Jail Market, Shivaji Nagar, Old Gurgaon, Sector 11, Near Sector 37, Gurgaon",Old Railway Road,Indian,500,No,No,No,3.2,Orange,Average,5,
18400724,Prince Chaat Corner,India,New Delhi,"23, Indian Oil Building, Janpath, New Delhi",Janpath,Street Food,150,No,No,No,3.2,Orange,Average,12,
18411846,Desi Thaat,India,Gurgaon,"Near Omaxe Mall, P.D. Arcade, Sector 49, Near Sohna Road, Gurgaon",Sohna Road,Indian,400,No,Yes,No,3.2,Orange,Average,21,
18412870,Dhabha 27,India,Noida,"Sector 41, Noida",Sector 41,Chinese,500,No,Yes,No,3.2,Orange,Average,5,
18412886,Faasos,India,Gurgaon,"Shop E-220, Shushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon",Fast Food,600,No,Yes,No,3.2,Orange,Average,12,
18419902,Cafe Grub,India,New Delhi,"Ground Floor, Moments Mall, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar",Fast Food,300,No,No,No,3.2,Orange,Average,13,
18421027,Chai Mantra,India,New Delhi,"Opposite Laxmi Vaishno Dhaba, Jawahar Park, Laxmi Nagar, New Delhi",Laxmi Nagar,Fast Food,200,No,No,No,3.2,Orange,Average,15,
18422652,Makhmali Kebabs,India,Gurgaon,"Arjun Marg Market, DLF Phase 1, Gurgaon",DLF Phase 1,Mughlai,550,No,No,No,3.2,Orange,Average,10,
18423095,Goosebumps,India,New Delhi,"11, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,Desserts,300,No,No,No,3.2,Orange,Average,6,
18423108,Brown Sugar,India,New Delhi,"33, L.S.C, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,Fast Food,1000,No,Yes,No,3.2,Orange,Average,12,
18424619,Sardar Ji Chaap & Rolls,India,New Delhi,"Pocket H & J Market, Pankaj Plaza, Sarita Vihar, Sarita Vihar, New Delhi",Sarita Vihar,Fast Food,200,No,No,No,3.2,Orange,Average,7,
18425750,Tandoori Zaaika's,India,Faridabad,"Tigaon Road, Near Omaxe, Sector 86, Faridabad",Sector 86,Indian,500,No,Yes,No,3.2,Orange,Average,39,
18425751,Cafe Rasoi,India,New Delhi,"Shop 7&8, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,Indian,350,No,No,No,3.2,Orange,Average,11,
18429374,Roller's High,India,New Delhi,"K-1/38, EPDP Road, Chittaranjan Park, New Delhi",Chittaranjan Park,Indian,500,No,No,No,3.2,Orange,Average,13,
18430593,Burger King,India,Noida,"Shop  B, Ground Floor, Botanical Garden Metro Station, Sector 38, Noida",Sector 38,Fast Food,500,No,Yes,No,3.2,Orange,Average,13,
18430874,Desserts 83,India,Gurgaon,"K 1466 Ansal, Palam Vihar, Gurgaon",Palam Vihar,Desserts,200,No,No,No,3.2,Orange,Average,10,
